dossier_id,genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut,anciennete_membre_mois,endettement_externe_declare,montant_dernier_credit,type_credit,type_garantie,valeur_garantie,pertinence_saisonniere,croissance_ventes_pct,employeur_nom
BRK-2026-000103,M,34,rural,commerce_detail,0,3,58,4971000,4248000,723000,1453357,43000,5100000,12,425000,0.5878,3.4197,27000,0.741,1,0.928,1,3,0,0,0,0.0,0.758,aucun,0,,,2600000,salarie_autre,,3900000,,58,Fictif Négoce Nakambé
BRK-2026-000104,F,32,rural,agriculture,1,3,22,124000,80000,44000,127604,54000,150000,6,25000,0.5682,5.1042,91000,0.263,1,0.448,0,0,3,0,1,0.264,0.789,aucun,0,,0,,agricole,caution_solidaire,,neutre,20,
BRK-2026-000105,M,32,rural,services,1,4,38,90000,31000,59000,89653,48000,150000,12,12500,0.2119,7.1722,54000,0.357,1,0.761,0,0,0,0,0,0.0,0.675,aucun,0,5,,,productif_immobilier,foncier,150000,,22,
BRK-2026-000106,M,52,urbain,commerce_detail,1,5,19,1792000,1596000,196000,289713,90000,650000,9,72222,0.3685,4.0114,0,0.812,1,0.626,1,1,2,0,0,0.0,0.834,aucun,0,,0,475000,btp_marche_public,aucune,,neutre,24,
BRK-2026-000107,F,54,urbain,commerce_detail,1,2,35,122000,112000,10000,33297,74000,150000,12,12500,1.25,2.6638,45000,0.639,0,0.0,1,4,0,0,1,0.6,0.576,impaye,1,35,0,,agricole,materiel,,neutre,,
BRK-2026-000108,M,44,urbain,commerce_detail,0,1,25,151000,125000,26000,74713,20000,250000,18,13889,0.5342,5.3793,24000,0.765,1,0.854,0,0,0,0,0,0.0,0.575,aucun,0,7,0,,agricole,aucune,,neutre,-34,
BRK-2026-000109,F,32,urbain,agriculture,1,6,48,90000,58000,32000,11586,53000,175000,24,7292,0.2279,1.5889,100000,0.853,0,0.0,1,2,0,0,1,0.677,0.605,aucun,0,25,,150000,agricole,,150000,neutre,,
BRK-2026-000110,F,38,rural,services,1,4,120,2219000,723000,1496000,413967,96000,1150000,12,95833,0.0641,4.3197,8000,0.975,1,0.406,0,0,0,0,0,0.0,0.938,aucun,0,120,0,,productif_fonds_roulement,aucune,,favorable,,
BRK-2026-000111,M,35,urbain,vente_vivres,0,2,31,1201000,1041000,160000,284065,59000,650000,12,54167,0.3385,5.2442,4000,0.89,0,0.0,1,2,0,0,1,0.607,0.612,aucun,0,,,,productif_equipement,domiciliation_salaire,,,12,
BRK-2026-000112,F,32,rural,quincaillerie_materiaux,0,7,25,467000,409000,58000,46403,42000,400000,12,33333,0.5747,1.3921,37000,0.119,1,0.576,0,0,1,0,1,0.052,0.926,aucun,0,4,,,productif_equipement,caution_solidaire,200000,,,
BRK-2026-000113,M,39,urbain,commerce_detail,1,3,72,1374000,1050000,324000,857663,20000,1250000,12,104167,0.3215,8.2335,9000,0.854,1,0.746,1,2,0,0,1,0.305,0.724,aucun,0,72,0,,salarie_autre,materiel,1250000,,,Fictif Clinique Wentenga
BRK-2026-000114,F,28,rural,commerce_detail,1,3,37,473000,406000,67000,80409,20000,200000,12,16667,0.2488,4.8244,13000,0.286,0,0.0,1,4,0,0,1,0.555,0.825,aucun,0,37,,150000,productif_fonds_roulement,caution_solidaire,150000,neutre,,
BRK-2026-000115,F,42,urbain,vente_vivres,1,3,40,2846000,2658000,188000,351769,20000,1450000,12,120833,0.6427,2.9112,18000,0.371,1,0.62,1,4,1,0,0,0.0,0.682,aucun,0,,,,productif_fonds_roulement,domiciliation_salaire,850000,neutre,,
BRK-2026-000116,F,43,urbain,services,0,5,52,90000,33000,57000,35109,46000,150000,12,12500,0.2193,2.8087,9000,0.572,1,0.662,1,1,0,0,1,0.656,0.746,aucun,0,52,62000,150000,productif_fonds_roulement,aucune,,neutre,13,
BRK-2026-000117,M,37,rural,quincaillerie_materiaux,1,2,23,548000,494000,54000,64354,93000,425000,12,35417,0.6559,1.817,21000,0.202,0,0.0,0,0,0,0,1,0.488,0.461,aucun,0,,0,,btp_marche_public,,,neutre,4,
BRK-2026-000118,F,24,urbain,vente_vivres,0,6,69,5405000,4912000,493000,179674,60000,2300000,12,191667,0.3888,0.9374,11000,0.319,0,0.0,0,0,0,0,0,0.0,0.802,aucun,0,42,567000,,agricole,aucune,,,31,
BRK-2026-000119,F,37,urbain,quincaillerie_materiaux,1,3,27,2114000,1741000,373000,293811,72000,2200000,12,183333,0.4915,1.6026,31000,0.618,0,0.0,1,4,0,0,1,0.505,0.633,aucun,0,,,1200000,salarie_autre,aucune,,neutre,,Fictif Faso Distribution
BRK-2026-000120,F,49,urbain,services,1,4,49,90000,29000,61000,39165,95000,150000,12,12500,0.2049,3.1332,70000,0.07,1,0.842,1,2,1,0,0,0.0,0.344,aucun,0,49,0,150000,productif_fonds_roulement,,,neutre,,
BRK-2026-000121,F,43,rural,artisanat,0,4,23,90000,55000,35000,217068,51000,150000,12,12500,0.3571,17.3654,3000,0.693,1,0.859,1,3,1,0,1,0.858,0.676,aucun,0,,15000,150000,salarie_scolaire,foncier,150000,,-20,Fictif École Privée Sahel
BRK-2026-000122,F,64,urbain,commerce_detail,1,1,61,8037000,6044000,1993000,2102361,85000,23000000,24,958333,0.4808,2.1938,35000,0.188,1,0.637,1,3,0,0,1,0.714,0.869,aucun,0,,,,productif_equipement,materiel,3400000,defavorable,-33,
BRK-2026-000123,M,35,urbain,vente_vivres,1,4,39,2739000,2683000,56000,107882,20000,325000,18,18056,0.3224,5.9749,64000,0.217,0,0.0,0,0,1,0,1,0.511,0.739,aucun,0,,0,,productif_fonds_roulement,caution_solidaire,300000,neutre,,
BRK-2026-000124,F,26,urbain,artisanat,0,1,52,231000,98000,133000,109916,96000,150000,9,16667,0.1253,6.5948,77000,0.977,0,0.0,0,0,1,0,1,0.289,0.603,aucun,0,47,,,productif_fonds_roulement,,150000,neutre,-26,
BRK-2026-000125,F,48,urbain,commerce_detail,0,4,24,3006000,2515000,491000,315409,40000,900000,6,150000,0.3055,2.1027,0,0.381,0,0.0,1,2,0,0,1,0.772,0.38,aucun,0,24,0,500000,productif_fonds_roulement,,375000,neutre,-18,
BRK-2026-000126,M,40,urbain,commerce_detail,0,4,50,1789000,1616000,173000,437148,89000,2600000,24,108333,0.6262,4.0352,515000,0.87,0,0.0,1,2,0,0,0,0.0,0.917,aucun,0,,,1650000,salarie_autre,materiel,1450000,neutre,13,Fictif Quincaillerie du Plateau
BRK-2026-000127,F,41,rural,vente_vivres,1,5,55,90000,84000,6000,39124,57000,150000,12,12500,2.0833,3.1299,3000,0.958,0,0.0,1,2,0,1,1,0.483,0.962,retards,1,20,0,150000,,aucune,,favorable,,
BRK-2026-000128,M,28,rural,commerce_detail,1,5,58,178000,165000,13000,31443,67000,150000,12,12500,0.9615,2.5154,87000,0.671,1,0.956,0,0,1,0,1,0.376,0.766,aucun,0,,0,,productif_fonds_roulement,materiel,150000,,-10,
BRK-2026-000129,F,45,urbain,commerce_detail,0,3,42,617000,450000,167000,547114,41000,750000,18,41667,0.2495,13.1306,14000,0.713,0,0.0,0,0,1,0,1,0.716,0.518,retards,1,30,0,,productif_fonds_roulement,,,defavorable,5,
BRK-2026-000130,F,33,urbain,quincaillerie_materiaux,0,1,32,235000,199000,36000,47619,53000,225000,12,18750,0.5208,2.5397,0,0.027,0,0.0,1,3,2,0,1,0.484,0.667,aucun,0,15,,,productif_equipement,caution_solidaire,150000,,,
BRK-2026-000131,M,51,rural,agriculture,1,6,135,90000,60000,30000,15437,76000,150000,12,12500,0.4167,1.235,3000,0.699,1,0.371,0,0,0,0,0,0.0,0.638,aucun,0,47,,,agricole,aucune,,defavorable,,
BRK-2026-000132,M,48,urbain,quincaillerie_materiaux,0,2,14,1997000,1834000,163000,220027,65000,550000,12,45833,0.2812,4.8006,0,0.053,0,0.0,0,0,3,0,1,0.877,0.556,aucun,0,,,,agricole,foncier,550000,,,
BRK-2026-000133,F,29,urbain,services,1,4,30,16751000,5562000,11189000,2611646,78000,18000000,12,1500000,0.1341,1.7411,3000,0.616,0,0.0,1,1,0,0,1,0.682,0.964,aucun,0,,0,14000000,agricole,vehicule,26500000,favorable,,
BRK-2026-000134,F,31,rural,services,1,1,63,1046000,328000,718000,66177,27000,550000,12,45833,0.0638,1.4439,29000,0.613,0,0.0,1,2,1,0,1,0.657,0.535,aucun,0,21,0,,,foncier,150000,,-11,Fictif Faso Distribution
BRK-2026-000135,F,37,urbain,commerce_detail,1,4,51,1371000,1148000,223000,208422,46000,900000,12,75000,0.3363,2.779,2000,0.536,0,0.0,0,0,0,0,1,0.318,0.288,aucun,0,51,,,productif_fonds_roulement,materiel,700000,neutre,,
BRK-2026-000136,F,51,rural,quincaillerie_materiaux,0,5,28,549000,449000,100000,204480,83000,750000,12,62500,0.625,3.2717,61000,0.396,0,0.0,1,5,1,0,1,0.414,0.571,aucun,0,28,0,,productif_fonds_roulement,,800000,neutre,,
BRK-2026-000137,M,35,urbain,artisanat,0,3,24,4386000,2464000,1922000,854932,64000,3700000,9,411111,0.2139,2.0796,0,0.72,1,0.871,0,0,2,0,0,0.0,0.728,aucun,0,4,0,,salarie_scolaire,foncier,3900000,favorable,12,Fictif École Privée Sahel
BRK-2026-000138,M,55,rural,vente_vivres,0,3,56,90000,72000,18000,149948,37000,150000,12,12500,0.6944,11.9958,0,0.989,1,0.462,0,0,0,0,1,0.572,0.653,aucun,0,44,,,productif_fonds_roulement,caution_solidaire,150000,favorable,,
BRK-2026-000139,F,44,urbain,commerce_detail,0,4,58,2298000,1778000,520000,119222,47000,850000,12,70833,0.1362,1.6831,0,0.716,0,0.0,1,2,0,0,1,0.737,0.945,aucun,0,,,425000,productif_equipement,materiel,1250000,,,Fictif Négoce Nakambé
BRK-2026-000140,M,35,rural,commerce_detail,0,1,34,684000,605000,79000,46904,28000,325000,12,27083,0.3428,1.7319,65000,0.458,1,0.439,1,4,0,0,1,0.256,0.63,aucun,0,14,0,150000,salarie_scolaire,caution_solidaire,175000,favorable,49,Fictif Garage Cascades
BRK-2026-000141,F,40,urbain,commerce_detail,1,5,86,892000,810000,82000,169114,32000,325000,24,13542,0.1651,12.4881,2000,0.839,0,0.0,0,0,0,0,0,0.0,0.834,aucun,0,64,0,,agricole,aucune,,,,
BRK-2026-000142,M,32,urbain,services,0,4,41,332000,118000,214000,17819,63000,500000,12,41667,0.1947,0.4277,1000,0.881,0,0.0,0,0,1,0,1,0.677,0.952,aucun,0,,0,,agricole,caution_solidaire,700000,,26,Fictif Atelier Bobo Artisans
BRK-2026-000143,M,36,urbain,commerce_detail,1,1,42,198000,177000,21000,29058,75000,150000,12,12500,0.5952,2.3246,12000,0.512,1,0.914,1,1,2,0,0,0.0,0.474,aucun,0,42,0,150000,btp_marche_public,aucune,,favorable,25,
BRK-2026-000144,M,36,urbain,services,0,2,60,830000,273000,557000,133424,89000,475000,12,39583,0.0711,3.3707,333000,0.62,0,0.0,1,2,0,0,0,0.0,0.569,aucun,0,,0,375000,,materiel,,,-27,
BRK-2026-000145,M,29,urbain,commerce_detail,1,8,44,644000,611000,33000,42343,81000,150000,18,8333,0.2525,5.0814,25000,0.851,1,0.894,1,1,3,0,1,0.433,0.434,aucun,0,11,62000,,productif_fonds_roulement,foncier,150000,,,
BRK-2026-000146,M,32,urbain,artisanat,0,2,64,227000,134000,93000,37473,79000,150000,12,12500,0.1344,2.9978,4000,0.553,1,0.387,0,0,0,0,1,0.374,0.854,aucun,0,,0,,btp_marche_public,,,,-56,
BRK-2026-000147,F,41,rural,services,1,8,51,90000,30000,60000,99170,40000,150000,9,16667,0.2778,5.9501,4000,0.801,0,0.0,1,2,0,0,1,0.895,0.713,aucun,0,40,0,150000,productif_immobilier,caution_solidaire,200000,,10,
BRK-2026-000148,M,25,rural,artisanat,0,6,33,405000,231000,174000,96738,40000,600000,18,33333,0.1916,2.9022,178000,0.688,1,0.845,1,2,0,0,1,0.61,0.822,aucun,0,,0,375000,salarie_scolaire,caution_solidaire,550000,,,Fictif École Privée Sahel
BRK-2026-000149,F,34,urbain,commerce_detail,1,4,31,99000,85000,14000,46786,101000,150000,12,12500,0.8929,3.7429,7000,0.052,1,0.552,0,0,1,0,1,0.773,0.73,aucun,0,,0,,agricole,caution_solidaire,150000,favorable,,
BRK-2026-000150,F,40,urbain,quincaillerie_materiaux,1,4,29,26736000,23683000,3053000,5738201,34000,8700000,12,725000,0.2375,7.9148,23000,0.473,0,0.0,1,1,0,0,0,0.0,0.6,aucun,0,,0,3300000,productif_fonds_roulement,aucune,,neutre,32,
BRK-2026-000151,F,37,urbain,quincaillerie_materiaux,1,5,75,511000,490000,21000,38270,68000,150000,12,12500,0.5952,3.0616,4000,0.922,1,0.959,1,3,3,0,1,0.72,0.693,aucun,0,58,,150000,salarie_scolaire,caution_solidaire,150000,neutre,40,Fictif Quincaillerie du Plateau
BRK-2026-000152,F,35,urbain,artisanat,0,1,40,113000,59000,54000,37956,44000,150000,18,8333,0.1543,4.5549,16000,0.437,0,0.0,1,2,0,0,1,0.218,0.817,aucun,0,16,,150000,productif_equipement,,150000,,,
BRK-2026-000153,M,37,rural,commerce_detail,0,6,39,90000,73000,17000,13031,88000,150000,12,12500,0.7353,1.0425,18000,0.46,0,0.0,0,0,1,0,0,0.0,0.756,aucun,0,34,0,,productif_fonds_roulement,aucune,,neutre,38,
BRK-2026-000154,F,30,urbain,services,1,2,41,2444000,833000,1611000,244384,52000,1700000,12,141667,0.0879,1.7251,52000,0.289,0,0.0,1,2,0,0,1,0.558,0.806,aucun,0,16,0,950000,productif_fonds_roulement,caution_solidaire,250000,favorable,,
BRK-2026-000155,M,36,urbain,commerce_detail,1,2,28,889000,802000,87000,164660,39000,250000,12,20833,0.2395,7.9038,71000,0.819,0,0.0,0,0,0,0,1,0.406,0.749,aucun,0,28,0,,productif_fonds_roulement,caution_solidaire,150000,neutre,,
BRK-2026-000156,F,45,rural,quincaillerie_materiaux,1,3,83,2580000,2308000,272000,583943,40000,1250000,12,104167,0.383,5.6058,135000,0.302,0,0.0,1,3,0,0,1,0.83,0.635,aucun,0,24,,,salarie_scolaire,,,neutre,-4,Fictif École Privée Sahel
BRK-2026-000157,M,30,rural,vente_vivres,1,1,33,90000,75000,15000,12217,45000,150000,12,12500,0.8333,0.9774,72000,0.81,0,0.0,1,2,0,0,1,0.258,0.878,retards,1,11,0,150000,productif_fonds_roulement,,,,-26,
BRK-2026-000158,F,44,rural,artisanat,0,2,38,1112000,607000,505000,137316,86000,375000,6,62500,0.1238,2.1971,115000,0.898,0,0.0,1,1,0,0,1,0.517,0.613,aucun,0,,0,,productif_immobilier,,,favorable,,
BRK-2026-000159,F,29,urbain,commerce_detail,1,3,28,143000,121000,22000,17291,80000,150000,12,12500,0.5682,1.3833,11000,0.248,1,0.634,0,0,0,0,0,0.0,0.973,aucun,0,11,6000,,productif_fonds_roulement,aucune,,,-26,
BRK-2026-000160,F,34,urbain,agriculture,0,1,46,140000,93000,47000,14164,20000,150000,12,12500,0.266,1.1331,0,0.845,0,0.0,1,1,0,0,1,0.548,0.366,aucun,0,16,,150000,agricole,,150000,,-9,
BRK-2026-000161,M,49,urbain,commerce_detail,1,3,67,20769000,17943000,2826000,2531043,38000,7600000,12,633333,0.2241,3.9964,31000,0.549,1,0.997,1,5,1,0,1,0.068,0.663,aucun,0,49,0,3200000,productif_fonds_roulement,foncier,6200000,,-26,
BRK-2026-000162,M,48,urbain,agriculture,1,3,29,1733000,1182000,551000,402411,58000,1000000,12,83333,0.1512,4.829,36000,0.972,0,0.0,1,5,0,0,0,0.0,0.637,aucun,0,29,0,,agricole,,900000,neutre,,
BRK-2026-000163,M,50,urbain,services,1,2,38,189000,59000,130000,58125,44000,275000,12,22917,0.1763,2.5363,0,0.912,1,0.278,0,0,1,0,1,0.38,0.909,aucun,0,16,,,productif_equipement,,325000,neutre,0,
BRK-2026-000164,F,46,rural,commerce_detail,1,1,17,5220000,5063000,157000,122707,93000,550000,12,45833,0.2919,2.6773,115000,0.167,0,0.0,1,1,0,0,1,0.198,0.547,aucun,0,12,0,200000,productif_equipement,caution_solidaire,,,8,
BRK-2026-000165,M,44,urbain,commerce_detail,1,3,25,373000,342000,31000,71558,47000,325000,18,18056,0.5825,3.9631,3000,0.467,0,0.0,1,3,0,0,1,0.334,0.599,aucun,0,,,175000,productif_fonds_roulement,,200000,defavorable,,
BRK-2026-000166,F,39,rural,artisanat,0,5,54,1521000,906000,615000,127328,37000,400000,12,33333,0.0542,3.8199,5000,0.682,0,0.0,1,3,2,0,1,0.779,0.884,aucun,0,30,,200000,productif_equipement,,150000,,61,
BRK-2026-000167,M,43,urbain,services,0,1,65,7351000,2245000,5106000,1483361,48000,4600000,12,383333,0.0751,3.8696,73000,0.584,1,0.861,0,0,1,0,1,0.597,0.929,aucun,0,,0,,productif_fonds_roulement,,4500000,,12,
BRK-2026-000168,F,48,urbain,services,0,2,77,14984000,5105000,9879000,1640036,73000,4200000,12,350000,0.0354,4.6858,110000,0.708,0,0.0,1,2,0,0,0,0.0,0.806,aucun,0,77,,3500000,productif_fonds_roulement,aucune,,neutre,,Fictif Quincaillerie du Plateau
BRK-2026-000169,M,43,rural,vente_vivres,0,5,59,511000,480000,31000,29447,37000,150000,12,12500,0.4032,2.3558,8000,0.23,1,0.536,1,2,0,0,1,0.355,0.769,aucun,0,,0,150000,productif_fonds_roulement,foncier,150000,neutre,,
BRK-2026-000170,F,32,rural,commerce_detail,0,2,72,419000,331000,88000,157887,25000,475000,12,39583,0.4498,3.9888,93000,0.874,1,0.759,0,0,2,0,0,0.0,0.978,aucun,0,41,0,,productif_fonds_roulement,aucune,,,,Fictif Groupe Wend-Panga
BRK-2026-000171,M,31,urbain,vente_vivres,1,1,50,247000,204000,43000,31092,84000,200000,12,16667,0.3876,1.8655,7000,0.97,0,0.0,0,0,3,0,0,0.0,0.732,aucun,0,7,,,productif_fonds_roulement,,225000,neutre,,
BRK-2026-000172,F,37,urbain,vente_vivres,1,2,20,90000,78000,12000,65447,78000,150000,12,12500,1.0417,5.2358,23000,0.523,1,0.774,1,3,0,0,0,0.0,0.205,retards,1,,,,productif_fonds_roulement,aucune,,neutre,,
BRK-2026-000173,M,47,urbain,commerce_detail,1,4,14,299000,265000,34000,52053,20000,150000,12,12500,0.3676,4.1642,20000,0.317,1,0.35,1,3,3,0,1,0.585,0.875,aucun,0,9,,150000,productif_equipement,materiel,150000,neutre,,
BRK-2026-000174,M,44,rural,services,1,5,21,179000,55000,124000,77740,66000,150000,12,12500,0.1008,6.2192,0,0.061,1,0.948,1,3,0,0,1,0.263,0.753,aucun,0,18,,150000,,aucune,,,6,Fictif Transport Kadiogo
BRK-2026-000175,F,21,urbain,commerce_detail,1,2,42,90000,71000,19000,54397,20000,150000,9,16667,0.8772,3.2638,2000,0.818,0,0.0,1,4,1,0,1,0.556,0.862,aucun,0,42,32000,,salarie_autre,foncier,150000,neutre,23,Fictif Comptoir du Sahel
BRK-2026-000176,F,26,urbain,quincaillerie_materiaux,0,2,85,553000,532000,21000,66580,64000,200000,18,11111,0.5291,5.9923,7000,0.95,1,0.504,1,3,1,0,0,0.0,0.825,aucun,0,17,0,150000,salarie_autre,foncier,150000,,,Fictif Quincaillerie du Plateau
BRK-2026-000177,M,28,rural,services,0,1,19,1487000,582000,905000,232264,45000,1550000,12,129167,0.1427,1.7982,0,0.269,1,0.288,0,0,2,0,1,0.642,0.755,aucun,0,,,,salarie_scolaire,caution_solidaire,,,-11,Fictif Quincaillerie du Plateau
BRK-2026-000178,F,46,rural,agriculture,1,1,27,139000,87000,52000,61329,66000,150000,12,12500,0.2404,4.9063,150000,0.943,0,0.0,1,3,1,0,1,0.291,0.695,aucun,0,,0,150000,agricole,caution_solidaire,150000,favorable,-1,
BRK-2026-000179,M,24,urbain,quincaillerie_materiaux,1,6,38,1016000,974000,42000,27286,75000,200000,12,16667,0.3968,1.6371,37000,0.082,1,0.894,1,5,1,0,1,0.485,0.547,aucun,0,38,15000,150000,productif_immobilier,caution_solidaire,200000,,,
BRK-2026-000180,F,51,urbain,artisanat,1,2,52,2872000,1462000,1410000,247950,67000,1850000,12,154167,0.1093,1.6083,118000,0.095,1,0.602,0,0,0,0,1,0.355,0.637,aucun,0,52,0,,agricole,caution_solidaire,3200000,,,
BRK-2026-000181,M,27,urbain,services,1,4,56,808000,277000,531000,46129,33000,225000,12,18750,0.0353,2.4602,317000,0.341,0,0.0,1,3,0,0,1,0.546,0.777,aucun,0,45,,,,,250000,,-44,Fictif École Privée Sahel
BRK-2026-000182,F,27,urbain,commerce_detail,1,4,52,94000,74000,20000,68049,94000,150000,6,25000,1.25,2.722,10000,0.441,1,0.681,1,2,0,0,0,0.0,0.269,impaye,1,50,39000,,btp_marche_public,,150000,,64,
BRK-2026-000183,M,64,urbain,commerce_detail,0,0,43,2346000,1819000,527000,648178,20000,1350000,6,225000,0.4269,2.8808,0,0.553,1,0.823,1,1,2,0,1,0.489,0.809,aucun,0,22,0,750000,salarie_scolaire,materiel,900000,neutre,30,Fictif Comptoir du Sahel
BRK-2026-000184,F,36,urbain,commerce_detail,1,1,26,833000,707000,126000,697634,60000,800000,9,88889,0.7055,7.8484,25000,0.673,0,0.0,1,4,0,0,1,0.324,0.716,aucun,0,15,,450000,productif_fonds_roulement,,550000,,,
BRK-2026-000185,F,38,rural,commerce_detail,0,1,66,191000,148000,43000,28596,99000,150000,9,16667,0.3876,1.7157,45000,0.27,1,0.508,1,2,0,0,1,0.694,0.925,aucun,0,,0,,,,,neutre,,
BRK-2026-000186,F,44,urbain,commerce_detail,1,2,14,1038000,808000,230000,400183,94000,2500000,24,104167,0.4529,3.8417,20000,0.756,0,0.0,0,0,1,0,0,0.0,0.376,aucun,0,1,,,productif_fonds_roulement,domiciliation_salaire,1450000,neutre,-15,
BRK-2026-000187,F,41,urbain,commerce_detail,1,3,51,90000,66000,24000,20946,31000,150000,18,8333,0.3472,2.5136,11000,0.595,0,0.0,0,0,0,0,1,0.516,0.64,aucun,0,36,,,agricole,,150000,,,
BRK-2026-000188,M,42,rural,services,1,1,70,2419000,856000,1563000,399578,20000,2800000,18,155556,0.0995,2.5687,5000,0.787,1,0.571,1,2,0,0,0,0.0,0.455,aucun,0,,0,1700000,productif_fonds_roulement,materiel,1300000,defavorable,-12,
BRK-2026-000189,M,42,urbain,agriculture,1,3,12,2149000,1409000,740000,455038,72000,2000000,18,111111,0.1502,4.0953,3000,0.994,0,0.0,1,3,2,0,1,0.683,0.516,aucun,0,,,700000,agricole,,,neutre,,
BRK-2026-000190,M,21,urbain,vente_vivres,1,7,21,1151000,970000,181000,53459,66000,550000,12,45833,0.2532,1.1664,35000,0.526,1,0.877,0,0,1,0,1,0.704,0.479,aucun,0,,0,,salarie_scolaire,,550000,,22,Fictif Quincaillerie du Plateau
BRK-2026-000191,F,35,urbain,services,1,3,52,1210000,379000,831000,725084,82000,1250000,12,104167,0.1254,6.9608,3000,0.388,0,0.0,1,2,3,0,1,0.728,0.643,aucun,0,52,,,productif_fonds_roulement,foncier,275000,,,
BRK-2026-000192,M,29,urbain,commerce_detail,1,3,41,6135000,5394000,741000,1073056,20000,4800000,12,400000,0.5398,2.6826,119000,0.03,1,0.977,0,0,1,0,1,0.449,0.57,aucun,0,,,,productif_equipement,,,,49,
BRK-2026-000193,M,29,rural,services,0,1,94,90000,27000,63000,12120,71000,150000,18,8333,0.1323,1.4545,12000,0.431,1,0.151,1,2,3,1,1,0.547,0.845,aucun,0,,,150000,productif_fonds_roulement,materiel,150000,,24,
BRK-2026-000194,M,34,rural,commerce_detail,0,2,49,90000,86000,4000,11462,76000,150000,12,12500,3.0,0.917,120000,0.89,0,0.0,1,1,0,0,1,0.191,0.9,impaye,1,30,,150000,btp_marche_public,,150000,,,Fictif Garage Cascades
BRK-2026-000195,F,40,urbain,commerce_detail,0,4,70,90000,80000,10000,22943,41000,150000,18,8333,0.8333,2.7533,8000,0.474,0,0.0,0,0,1,0,1,0.599,0.909,aucun,0,16,,,salarie_scolaire,vehicule,150000,,,Fictif Faso Distribution
BRK-2026-000196,F,39,urbain,vente_vivres,1,2,16,452000,406000,46000,91221,20000,150000,6,25000,0.5435,3.6488,33000,0.213,1,0.559,1,1,0,0,1,0.263,0.572,aucun,0,,0,,productif_fonds_roulement,caution_solidaire,,,-29,
BRK-2026-000197,M,40,urbain,vente_vivres,0,2,87,908000,762000,146000,401364,20000,650000,12,54167,0.371,7.4098,19000,0.109,0,0.0,1,3,1,0,1,0.812,0.756,aucun,0,16,,,salarie_scolaire,,500000,favorable,-5,Fictif Groupe Wend-Panga
BRK-2026-000198,F,31,urbain,services,0,4,22,502000,171000,331000,457151,32000,450000,12,37500,0.1133,12.1907,10000,0.914,0,0.0,1,1,0,0,0,0.0,0.855,aucun,0,20,,150000,salarie_scolaire,aucune,,favorable,-29,Fictif École Privée Sahel
BRK-2026-000199,M,38,rural,vente_vivres,1,1,35,1090000,977000,113000,289981,20000,650000,9,72222,0.6391,4.0151,3000,0.539,0,0.0,0,0,1,0,1,0.798,0.554,aucun,0,,,,salarie_autre,aucune,,,-5,Fictif Comptoir du Sahel
BRK-2026-000200,F,26,urbain,quincaillerie_materiaux,1,4,78,90000,81000,9000,18101,130000,150000,24,6250,0.6944,2.8962,0,0.165,1,0.38,0,0,1,0,0,0.0,0.686,aucun,0,66,0,,productif_immobilier,materiel,150000,,20,
BRK-2026-000201,M,37,urbain,commerce_detail,1,1,85,5094000,4200000,894000,501349,53000,2300000,12,191667,0.2144,2.6157,15000,0.602,1,0.36,1,3,0,0,1,0.393,0.885,aucun,0,,,1150000,productif_immobilier,caution_solidaire,2400000,,-28,
BRK-2026-000202,M,36,urbain,services,1,4,59,506000,147000,359000,16646,35000,475000,18,26389,0.0735,0.6308,8000,0.616,0,0.0,1,2,0,0,1,0.656,0.693,aucun,0,29,0,,productif_fonds_roulement,domiciliation_salaire,375000,,-29,
BRK-2026-000203,F,28,urbain,artisanat,1,3,27,955000,594000,361000,156904,75000,400000,12,33333,0.0923,4.7072,45000,0.454,0,0.0,1,1,0,1,1,0.622,0.834,aucun,0,27,,275000,productif_fonds_roulement,caution_solidaire,150000,neutre,-29,
BRK-2026-000204,F,28,urbain,vente_vivres,1,3,46,2522000,1888000,634000,1905034,32000,3200000,12,266667,0.4206,7.1439,10000,0.66,0,0.0,0,0,1,0,1,0.598,0.655,aucun,0,,1119000,,salarie_scolaire,,3100000,favorable,,Fictif Comptoir du Sahel
BRK-2026-000205,M,41,rural,commerce_detail,1,4,38,90000,68000,22000,17484,82000,150000,12,12500,0.5682,1.3987,12000,0.176,1,0.622,0,0,0,0,0,0.0,0.855,aucun,0,,0,,btp_marche_public,aucune,,neutre,46,
BRK-2026-000206,F,30,rural,vente_vivres,1,2,22,133000,112000,21000,13980,47000,150000,12,12500,0.5952,1.1184,8000,0.77,1,0.904,0,0,1,0,1,0.46,0.665,impaye,1,,27000,,salarie_autre,caution_solidaire,150000,,,Fictif Clinique Wentenga
