genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
M,46,urbain,commerce_detail,0,4,52,410000,347000,63000,61000,40000,200000,12,19700,0.313,3.096,9000,0.701,0,0,0,0,0,0,1,0.467,0.903,aucun,0
F,52,urbain,commerce_detail,1,3,23,1817000,1611000,206000,193000,72000,687000,12,67600,0.328,2.855,28000,0.57,1,0.598,1,3,2,0,0,0,0.687,aucun,0
M,24,urbain,commerce_detail,1,2,28,1116000,875000,241000,205000,75000,1053000,12,103500,0.429,1.981,34000,0.427,0,0,0,0,0,0,0,0,0.558,aucun,0
M,25,urbain,artisanat,1,4,75,16552000,7952000,8600000,6578000,82000,7072000,12,695400,0.081,9.459,281000,0.496,1,0.647,0,0,0,0,1,0.738,0.743,aucun,0
M,35,rural,commerce_detail,1,3,83,557000,453000,104000,79000,69000,150000,6,29500,0.284,2.678,10000,0.196,0,0,1,0,1,0,1,0.646,0.791,aucun,0
F,38,rural,agriculture,1,2,32,11649000,8942000,2707000,2426000,66000,11049000,12,1086500,0.401,2.233,369000,0.516,1,0.802,0,0,0,0,0,0,0.996,aucun,0
M,36,urbain,agriculture,0,5,99,1994000,1187000,807000,707000,103000,658000,24,32400,0.04,21.82,91000,0.367,0,0,1,2,1,0,1,0.43,0.914,aucun,0
F,23,urbain,commerce_detail,0,2,34,7057000,5829000,1228000,1214000,67000,4282000,24,210500,0.171,5.767,114000,0.867,1,0.676,1,1,0,1,1,0.785,0.615,aucun,0
F,48,urbain,services,0,2,58,885000,185000,700000,542000,41000,519000,12,51000,0.073,10.627,45000,0.821,0,0,1,5,3,0,1,0.784,0.809,aucun,0
M,57,rural,quincaillerie_materiaux,0,4,24,156000,129000,27000,27000,26000,150000,12,14800,0.548,1.824,3000,0.104,0,0,0,0,0,0,0,0,0.612,retards,1
F,50,rural,services,1,5,55,316000,109000,207000,168000,87000,150000,12,14800,0.071,11.351,1000,0.819,0,0,0,0,0,0,1,0.063,0.933,aucun,0
M,48,rural,commerce_detail,1,5,31,11368000,9000000,2368000,2025000,109000,3660000,12,359900,0.152,5.627,12000,0.291,0,0,0,0,0,0,0,0,0.729,aucun,0
M,40,urbain,commerce_detail,1,5,129,7047000,6257000,790000,796000,94000,4323000,6,850200,1.076,0.936,62000,0.693,0,0,1,2,1,0,1,0.451,0.528,aucun,0
F,30,urbain,commerce_detail,1,3,46,1059000,939000,120000,120000,64000,1126000,12,110700,0.922,1.084,12000,0.422,1,0.906,0,0,0,0,0,0,0.715,impaye,1
M,39,rural,quincaillerie_materiaux,1,1,93,1518000,1349000,169000,153000,62000,1315000,12,129300,0.765,1.183,10000,0.398,0,0,0,0,0,0,1,0.676,0.464,aucun,0
F,57,rural,agriculture,1,4,41,301000,193000,108000,84000,77000,258000,12,25400,0.235,3.307,13000,0.279,1,0.506,1,6,5,0,1,0.568,0.475,aucun,0
F,35,urbain,services,0,1,37,812000,343000,469000,435000,29000,665000,12,65400,0.139,6.651,78000,0.429,0,0,1,3,2,1,1,0.492,0.786,aucun,0
F,34,urbain,services,1,4,40,134000,43000,91000,89000,81000,150000,12,14800,0.163,6.013,2000,0.809,0,0,1,0,2,0,0,0,0.727,aucun,0
M,48,urbain,agriculture,1,3,106,451000,268000,183000,152000,60000,316000,12,31100,0.17,4.887,16000,0.258,0,0,1,3,2,0,1,0.316,0.487,aucun,0
F,49,urbain,services,0,4,28,918000,263000,655000,527000,100000,999000,12,98200,0.15,5.367,111000,0.543,0,0,1,1,2,0,1,0.84,0.851,aucun,0
F,30,rural,commerce_detail,0,2,126,179000,147000,32000,29000,25000,150000,18,9800,0.306,2.959,6000,0.319,1,0.621,1,1,2,0,0,0,0.759,aucun,0
F,36,rural,artisanat,1,3,63,834000,487000,347000,338000,59000,656000,9,86000,0.248,3.93,31000,0.782,1,0.384,1,1,1,0,1,0.475,0.829,aucun,0
M,33,urbain,vente_vivres,1,1,103,895000,759000,136000,123000,52000,240000,12,23600,0.174,5.212,19000,0.654,1,0.514,0,0,0,0,1,0.437,0.917,aucun,0
M,39,urbain,commerce_detail,0,3,19,4741000,4164000,577000,474000,77000,4226000,12,415600,0.72,1.141,20000,0.429,0,0,1,1,0,0,1,0.282,0.843,impaye,1
M,48,urbain,vente_vivres,1,0,57,294000,257000,37000,37000,20000,162000,12,15900,0.43,2.327,5000,0.081,1,0.722,0,0,0,0,1,0.343,0.715,aucun,0
M,31,urbain,artisanat,0,7,77,325000,165000,160000,162000,108000,295000,12,29000,0.181,5.586,28000,0.816,0,0,1,3,0,0,0,0,0.859,aucun,0
M,48,urbain,commerce_detail,1,2,78,445000,369000,76000,72000,61000,432000,12,42500,0.559,1.694,5000,0.247,0,0,1,3,2,0,0,0,0.977,aucun,0
F,39,rural,vente_vivres,1,1,57,456000,404000,52000,40000,40000,150000,12,14800,0.285,2.703,2000,0.705,0,0,0,0,0,0,1,0.319,0.913,aucun,0
F,59,rural,commerce_detail,0,8,30,921000,745000,176000,144000,140000,531000,12,52200,0.297,2.759,4000,0.389,1,0.646,0,0,0,0,1,0.213,0.604,aucun,0
M,41,urbain,commerce_detail,0,1,28,379000,300000,79000,74000,51000,386000,12,38000,0.481,1.947,6000,0.566,1,0.853,1,2,1,0,1,0.329,0.898,aucun,0
M,37,rural,commerce_detail,0,4,27,2331000,2017000,314000,309000,92000,836000,12,82200,0.262,3.759,18000,0.49,0,0,1,2,1,0,1,0.674,0.922,aucun,0
F,43,rural,services,0,3,44,2317000,699000,1618000,1444000,72000,2045000,12,201100,0.124,7.18,145000,0.45,1,0.905,1,2,2,0,1,0.149,0.531,aucun,0
F,35,urbain,artisanat,0,5,40,730000,349000,381000,321000,98000,383000,12,37700,0.099,8.514,36000,0.701,0,0,0,0,0,0,1,0.217,0.636,aucun,0
M,22,rural,commerce_detail,0,4,30,446000,374000,72000,73000,45000,305000,12,30000,0.417,2.433,11000,0.38,1,0.893,0,0,0,0,0,0,0.519,aucun,0
F,36,rural,commerce_detail,1,4,33,3087000,2615000,472000,408000,80000,3143000,12,309100,0.655,1.32,75000,0.807,0,0,0,0,0,0,1,0.724,0.694,retards,1
M,36,rural,commerce_detail,1,5,37,782000,612000,170000,174000,90000,616000,12,60600,0.356,2.871,13000,0.364,0,0,0,0,0,0,1,0.798,0.559,aucun,0
F,24,urbain,commerce_detail,1,2,11,907000,794000,113000,103000,47000,561000,12,55200,0.488,1.866,15000,0.628,0,0,0,0,0,0,1,0.224,0.41,retards,1
F,37,urbain,quincaillerie_materiaux,0,3,31,503000,440000,63000,59000,53000,424000,12,41700,0.662,1.415,6000,0.492,1,0.476,0,0,0,0,1,0.372,0.87,aucun,0
M,20,urbain,services,1,5,26,428000,88000,340000,268000,91000,188000,18,12300,0.036,21.787,44000,0.526,0,0,0,0,0,0,1,0.208,0.869,aucun,0
F,35,urbain,quincaillerie_materiaux,0,4,18,806000,737000,69000,57000,64000,210000,18,13800,0.2,4.13,9000,0.564,1,0.864,0,0,0,0,1,0.58,0.729,aucun,0
F,40,urbain,vente_vivres,1,6,19,633000,551000,82000,85000,61000,491000,18,32200,0.393,2.64,12000,0.489,1,0.761,1,2,1,0,0,0,0.703,aucun,0
M,39,rural,quincaillerie_materiaux,0,1,31,367000,340000,27000,26000,23000,360000,12,35400,1.311,0.734,1000,0.779,0,0,0,0,0,0,1,0.347,0.939,impaye,1
M,34,urbain,commerce_detail,1,4,45,657000,535000,122000,109000,85000,555000,12,54600,0.448,1.996,17000,0.332,1,0.743,1,0,0,0,1,0.424,0.546,aucun,0
F,37,urbain,commerce_detail,1,7,47,357000,296000,61000,55000,55000,247000,24,12100,0.198,4.545,2000,0.53,1,0.711,0,0,0,0,1,0.363,0.809,aucun,0
F,31,rural,artisanat,1,4,51,315000,190000,125000,97000,99000,150000,18,9800,0.078,9.897,15000,0.591,1,0.53,1,3,2,0,1,0.283,0.495,aucun,0
M,38,urbain,services,1,3,47,595000,255000,340000,335000,89000,192000,6,37800,0.111,8.862,59000,0.363,0,0,1,0,1,0,1,0.632,0.872,aucun,0
M,39,urbain,artisanat,0,4,28,7396000,4674000,2722000,2100000,81000,3608000,6,709600,0.261,2.959,286000,0.514,0,0,0,0,0,0,0,0,0.48,aucun,0
F,30,urbain,artisanat,0,2,19,320000,191000,129000,112000,65000,342000,12,33600,0.26,3.333,21000,0.599,1,0.902,0,0,0,0,1,0.138,0.856,aucun,0
F,40,urbain,quincaillerie_materiaux,1,1,21,1453000,1319000,134000,117000,65000,934000,12,91800,0.685,1.274,20000,0.711,0,0,1,5,0,0,1,0.905,0.786,aucun,0
F,40,urbain,artisanat,1,1,35,428000,202000,226000,210000,32000,400000,12,39300,0.174,5.343,29000,0.509,1,0.709,0,0,0,0,1,0.693,0.639,aucun,0
F,37,rural,vente_vivres,0,3,40,2862000,2538000,324000,283000,82000,747000,12,73500,0.227,3.85,4000,0.528,0,0,1,0,0,0,1,0.542,0.764,aucun,0
F,60,urbain,commerce_detail,1,2,60,1017000,864000,153000,159000,41000,663000,6,130400,0.852,1.219,1000,0.187,0,0,0,0,0,0,0,0,0.725,aucun,0
M,37,urbain,commerce_detail,1,4,79,297000,241000,56000,55000,48000,150000,12,14800,0.264,3.716,9000,0.776,0,0,1,2,0,0,1,0.545,0.879,aucun,0
F,35,urbain,commerce_detail,1,2,29,1600000,1294000,306000,318000,57000,1696000,12,166800,0.545,1.906,38000,0.153,1,0.685,1,2,0,0,1,0.442,0.736,aucun,0
F,34,rural,commerce_detail,0,1,41,325000,265000,60000,54000,27000,150000,9,19700,0.328,2.741,6000,0.163,0,0,1,0,2,0,0,0,0.477,aucun,0
M,29,urbain,vente_vivres,0,1,52,3196000,2604000,592000,498000,55000,934000,18,61200,0.103,8.137,0,0.34,0,0,0,0,0,0,1,0.645,0.255,aucun,0
M,44,rural,services,1,2,38,724000,194000,530000,554000,59000,281000,12,27600,0.052,20.072,12000,0.225,1,0.832,0,0,0,0,0,0,0.581,aucun,0
F,32,urbain,services,1,5,22,21458000,4674000,16784000,12997000,91000,6515000,18,427100,0.025,30.431,2084000,0.616,0,0,1,2,3,0,1,0.434,0.747,aucun,0
M,33,urbain,quincaillerie_materiaux,1,2,24,613000,548000,65000,67000,61000,318000,6,62500,0.962,1.072,3000,0.513,1,0.511,0,0,0,0,1,0.841,0.574,aucun,0
M,33,urbain,commerce_detail,1,2,62,749000,630000,119000,93000,67000,821000,12,80700,0.678,1.152,8000,0.362,1,0.663,0,0,0,0,0,0,0.633,aucun,0
M,29,urbain,services,0,4,30,492000,114000,378000,375000,68000,512000,12,50300,0.133,7.455,56000,0.58,1,0.677,0,0,0,0,1,0.628,0.737,aucun,0
F,22,urbain,vente_vivres,0,3,32,272000,240000,32000,31000,23000,200000,24,9800,0.306,3.163,2000,0.672,1,0.687,1,3,0,0,0,0,0.762,aucun,0
F,34,rural,commerce_detail,0,1,10,797000,639000,158000,150000,44000,762000,12,74900,0.474,2.003,15000,0.474,1,0.719,0,0,0,0,1,0.572,0.662,aucun,0
M,46,urbain,commerce_detail,0,3,71,1427000,1198000,229000,226000,64000,842000,12,82800,0.362,2.729,3000,0.499,1,0.576,0,0,0,0,1,0.664,0.94,aucun,0
F,40,urbain,commerce_detail,1,2,53,217000,193000,24000,19000,20000,219000,12,21500,0.896,0.884,2000,0.596,0,0,0,0,0,0,1,0.245,0.647,impaye,1
F,52,urbain,commerce_detail,0,5,16,2212000,1927000,285000,246000,96000,948000,18,62100,0.218,3.961,37000,0.493,1,0.744,0,0,0,0,1,0.59,0.643,aucun,0
F,45,urbain,services,1,6,49,14721000,5094000,9627000,8192000,117000,8725000,12,858000,0.089,9.548,397000,0.152,0,0,0,0,0,0,1,0.751,0.447,aucun,0
M,43,urbain,services,0,1,51,412000,143000,269000,281000,42000,150000,12,14800,0.055,18.985,28000,0.52,0,0,0,0,0,0,1,0.598,0.621,aucun,0
M,55,urbain,services,0,4,92,406000,88000,318000,284000,71000,425000,12,41800,0.131,6.794,34000,0.571,0,0,1,3,2,0,0,0,0.884,aucun,0
F,37,urbain,commerce_detail,1,4,23,2913000,2421000,492000,376000,86000,1566000,12,154000,0.313,2.442,72000,0.378,1,0.425,0,0,0,0,1,0.313,0.959,retards,1
M,39,urbain,services,0,1,48,1326000,367000,959000,794000,31000,609000,12,59900,0.062,13.255,62000,0.519,0,0,0,0,0,0,1,0.69,0.273,aucun,0
F,38,urbain,services,0,2,27,1574000,502000,1072000,1075000,44000,690000,12,67800,0.063,15.855,173000,0.305,0,0,1,2,0,0,1,0.105,0.427,aucun,0
M,52,urbain,commerce_detail,0,1,26,482000,431000,51000,52000,33000,315000,12,31000,0.608,1.677,4000,0.431,0,0,1,2,0,0,1,0.822,0.531,aucun,0
M,38,urbain,quincaillerie_materiaux,0,2,82,958000,868000,90000,93000,46000,650000,12,63900,0.71,1.455,1000,0.567,0,0,1,2,1,0,1,0.897,0.342,aucun,0
F,32,urbain,vente_vivres,1,3,63,804000,702000,102000,81000,70000,661000,6,130000,1.274,0.623,1000,0.865,0,0,0,0,0,0,0,0,0.406,retards,1
F,43,rural,vente_vivres,1,5,16,515000,456000,59000,56000,45000,483000,12,47500,0.805,1.179,10000,0.131,0,0,1,1,3,0,1,0.156,0.587,impaye,1
F,31,urbain,commerce_detail,0,3,15,655000,568000,87000,76000,75000,555000,12,54600,0.628,1.392,1000,0.448,0,0,1,2,0,0,1,0.819,0.76,aucun,0
M,43,rural,vente_vivres,1,1,50,1534000,1311000,223000,216000,28000,1026000,12,100900,0.452,2.141,32000,0.453,1,0.443,0,0,0,0,0,0,0.206,aucun,0
M,42,urbain,commerce_detail,0,5,34,2326000,2056000,270000,269000,97000,1641000,12,161400,0.598,1.667,48000,0.566,0,0,0,0,0,0,0,0,0.513,aucun,0
M,36,urbain,commerce_detail,1,3,21,482000,412000,70000,58000,56000,520000,12,51100,0.73,1.135,11000,0.408,0,0,1,4,3,0,1,0.391,0.953,retards,1
M,43,urbain,commerce_detail,1,1,51,2585000,2245000,340000,306000,46000,1629000,12,160200,0.471,1.91,25000,0.823,0,0,0,0,0,0,0,0,0.627,aucun,0
F,25,urbain,agriculture,1,6,47,2415000,1334000,1081000,917000,116000,1264000,24,62100,0.057,14.766,45000,0.804,1,0.811,0,0,0,0,1,0.763,0.411,aucun,0
M,39,rural,commerce_detail,0,8,37,2441000,2062000,379000,336000,144000,1950000,12,191800,0.506,1.752,11000,0.927,1,0.819,1,3,1,0,1,0.605,0.722,aucun,0
F,34,rural,vente_vivres,0,3,39,839000,708000,131000,110000,62000,690000,12,67800,0.518,1.622,9000,0.619,0,0,0,0,0,0,0,0,0.629,retards,1
F,64,urbain,commerce_detail,0,2,22,2741000,2156000,585000,498000,58000,2869000,12,282100,0.482,1.765,52000,0.434,0,0,1,1,1,0,1,0.74,0.746,aucun,0
M,39,rural,artisanat,1,3,47,789000,472000,317000,264000,67000,433000,12,42600,0.134,6.197,27000,0.513,0,0,0,0,0,0,0,0,0.901,aucun,0
M,33,urbain,quincaillerie_materiaux,0,6,101,276000,255000,21000,18000,20000,189000,9,24800,1.181,0.726,2000,0.614,0,0,1,0,1,0,1,0.585,0.795,impaye,1
F,26,urbain,artisanat,1,8,18,196000,121000,75000,69000,57000,153000,12,15000,0.2,4.6,11000,0.813,0,0,1,1,3,0,1,0.727,0.68,aucun,0
F,50,rural,commerce_detail,1,3,61,194000,153000,41000,38000,38000,165000,12,16200,0.395,2.346,1000,0.58,1,0.951,0,0,0,0,1,0.532,0.732,aucun,0
M,35,urbain,commerce_detail,1,3,20,600000,472000,128000,131000,59000,170000,12,16700,0.13,7.844,8000,0.297,1,0.904,1,2,1,0,0,0,0.73,aucun,0
M,31,urbain,quincaillerie_materiaux,0,1,55,402000,345000,57000,49000,38000,408000,12,40100,0.703,1.222,8000,0.3,0,0,1,7,0,0,0,0,0.563,impaye,1
M,41,rural,vente_vivres,1,0,33,365000,302000,63000,60000,33000,150000,18,9800,0.156,6.122,10000,0.571,0,0,0,0,0,0,0,0,0.765,aucun,0
F,44,rural,services,1,3,56,14873000,3077000,11796000,12264000,71000,6565000,12,645600,0.055,18.996,1782000,0.423,1,0.862,1,2,2,0,1,0.49,0.955,aucun,0
F,44,rural,artisanat,0,1,18,1238000,569000,669000,595000,43000,1040000,6,204500,0.306,2.91,117000,0.485,1,0.753,0,0,0,0,1,0.219,0.575,aucun,0
F,38,urbain,vente_vivres,0,1,8,375000,316000,59000,58000,26000,157000,12,15400,0.261,3.766,8000,0.738,0,0,1,1,1,0,0,0,0.655,aucun,0
M,39,rural,agriculture,1,1,40,325000,189000,136000,142000,36000,150000,12,14800,0.109,9.594,24000,0.244,1,0.747,1,2,2,0,1,0.578,0.467,aucun,0
M,40,urbain,quincaillerie_materiaux,0,6,59,397000,334000,63000,62000,111000,420000,18,27500,0.437,2.254,11000,0.662,1,0.729,1,3,0,0,0,0,0.756,aucun,0
F,41,urbain,commerce_detail,0,2,41,1306000,1155000,151000,117000,70000,1040000,12,102300,0.677,1.144,18000,0.538,0,0,1,0,1,0,1,0.874,0.373,retards,1
F,42,urbain,vente_vivres,0,2,53,563000,518000,45000,36000,39000,594000,12,58400,1.298,0.616,6000,0.631,1,0.457,1,5,0,0,1,0.314,0.606,aucun,0
F,48,rural,commerce_detail,0,3,28,758000,664000,94000,79000,58000,230000,12,22600,0.24,3.495,5000,0.828,0,0,0,0,0,0,0,0,0.483,aucun,0
M,39,rural,services,1,4,53,2236000,577000,1659000,1586000,67000,626000,12,61600,0.037,25.746,268000,0.399,1,0.733,0,0,0,0,1,0.352,0.77,aucun,0
M,31,rural,commerce_detail,1,3,82,76000000,60884000,15116000,14382000,75000,37048000,12,3643100,0.241,3.948,1903000,0.667,0,0,1,3,0,0,1,0.596,0.723,aucun,0
F,37,urbain,commerce_detail,0,7,28,1029000,874000,155000,123000,140000,291000,12,28600,0.185,4.301,25000,0.563,0,0,1,3,0,0,1,0.674,0.762,aucun,0
F,45,urbain,quincaillerie_materiaux,1,5,52,946000,857000,89000,79000,73000,589000,12,57900,0.651,1.364,3000,0.469,1,0.37,1,0,0,0,1,0.725,0.735,aucun,0
M,22,urbain,commerce_detail,1,1,24,218000,187000,31000,27000,28000,233000,12,22900,0.739,1.179,2000,0.331,0,0,0,0,0,0,0,0,0.848,retards,1
F,22,rural,commerce_detail,0,4,87,817000,716000,101000,97000,76000,452000,9,59300,0.587,1.636,2000,0.69,0,0,0,0,0,0,0,0,0.588,aucun,0
M,46,urbain,services,1,2,16,19647000,6321000,13326000,11038000,62000,17140000,12,1685400,0.126,6.549,2236000,0.814,1,0.391,1,1,0,0,0,0,0.495,aucun,0
F,52,urbain,commerce_detail,0,3,46,1275000,1146000,129000,106000,64000,1019000,12,100200,0.777,1.058,19000,0.317,1,0.732,1,0,1,0,0,0,0.891,aucun,0
F,27,rural,vente_vivres,0,3,38,428000,383000,45000,42000,30000,150000,12,14800,0.329,2.838,6000,0.678,0,0,0,0,0,0,1,0.535,0.838,aucun,0
M,39,urbain,commerce_detail,1,3,28,708000,557000,151000,117000,77000,317000,12,31200,0.207,3.75,12000,0.62,0,0,1,2,0,0,1,0.511,0.586,aucun,0
F,34,rural,commerce_detail,1,3,28,999000,823000,176000,167000,69000,785000,12,77200,0.439,2.163,0,0.418,1,0.551,0,0,0,0,1,0.372,0.892,aucun,0
F,36,urbain,commerce_detail,1,1,36,2999000,2541000,458000,404000,52000,984000,12,96800,0.211,4.174,80000,0.78,0,0,1,1,0,0,1,0.186,0.688,aucun,0
F,41,rural,services,0,1,80,2256000,578000,1678000,1528000,42000,1441000,12,141700,0.084,10.783,116000,0.478,0,0,1,2,0,0,0,0,0.748,aucun,0
F,26,urbain,agriculture,0,1,42,1752000,1126000,626000,620000,47000,1447000,12,142300,0.227,4.357,28000,0.765,1,0.602,1,3,2,0,1,0.802,0.569,aucun,0
F,28,urbain,commerce_detail,0,3,12,26617000,22772000,3845000,3093000,91000,14342000,12,1410300,0.367,2.193,591000,0.281,1,0.147,0,0,0,0,0,0,0.59,aucun,0
F,35,urbain,agriculture,1,4,15,414000,280000,134000,109000,91000,213000,12,20900,0.156,5.215,5000,0.48,0,0,0,0,0,0,1,0.115,0.868,aucun,0
F,37,urbain,quincaillerie_materiaux,0,2,42,1107000,1013000,94000,96000,51000,957000,12,94100,1.001,1.02,3000,0.459,1,0.406,1,0,1,0,0,0,0.488,retards,1
F,28,urbain,quincaillerie_materiaux,0,1,65,310000,263000,47000,46000,39000,188000,18,12300,0.262,3.74,4000,0.472,1,0.578,0,0,0,0,1,0.611,0.94,aucun,0
M,45,urbain,services,0,4,22,501000,216000,285000,236000,95000,352000,12,34600,0.121,6.821,24000,0.517,1,0.807,0,0,0,0,0,0,0.816,aucun,0
M,34,urbain,services,0,1,41,2708000,760000,1948000,1882000,54000,1137000,12,111800,0.057,16.833,310000,0.195,1,0.805,1,1,2,0,1,0.258,0.541,aucun,0
F,34,rural,services,1,8,66,943000,406000,537000,476000,142000,869000,12,85500,0.159,5.567,96000,0.302,1,0.986,1,1,1,0,1,0.454,0.908,aucun,0
F,41,urbain,vente_vivres,0,0,45,724000,601000,123000,115000,20000,550000,12,54100,0.44,2.126,6000,0.346,0,0,1,0,2,0,1,0.327,0.747,retards,1
F,37,rural,vente_vivres,1,0,39,808000,696000,112000,110000,20000,870000,12,85600,0.764,1.285,4000,0.526,0,0,1,1,0,0,1,0.089,0.635,aucun,0
M,46,rural,commerce_detail,1,4,30,551000,491000,60000,46000,46000,492000,12,48400,0.807,0.95,5000,0.165,0,0,1,0,1,0,1,0.163,0.869,impaye,1
M,30,urbain,commerce_detail,0,1,33,96000,78000,18000,17000,20000,150000,18,9800,0.544,1.735,1000,0.81,0,0,0,0,0,0,0,0,0.673,aucun,0
F,25,rural,services,0,5,54,204000,84000,120000,102000,103000,158000,12,15500,0.129,6.58,18000,0.394,0,0,1,2,1,0,0,0,0.862,aucun,0
F,35,urbain,commerce_detail,0,2,57,1009000,848000,161000,146000,38000,538000,12,52900,0.329,2.76,3000,0.954,1,0.775,1,5,1,0,1,0.713,0.838,aucun,0
F,39,urbain,commerce_detail,1,4,57,273000,227000,46000,40000,42000,172000,6,33800,0.735,1.183,1000,0.842,1,0.509,0,0,0,0,1,0.269,0.805,aucun,0
F,27,urbain,commerce_detail,1,3,24,545000,469000,76000,78000,66000,448000,12,44100,0.58,1.769,3000,0.508,1,0.879,0,0,0,0,1,0.715,0.918,aucun,0
M,26,rural,commerce_detail,1,3,9,210000,169000,41000,38000,26000,150000,12,14800,0.361,2.567,1000,0.465,0,0,1,3,0,0,1,0.33,0.803,aucun,0
F,40,urbain,quincaillerie_materiaux,1,6,29,324000,289000,35000,35000,28000,344000,18,22600,0.646,1.549,0,0.332,1,0.459,0,0,0,0,1,0.552,0.682,aucun,0
F,31,urbain,quincaillerie_materiaux,0,4,61,15189000,12750000,2439000,2017000,94000,10942000,12,1076000,0.441,1.875,226000,0.403,0,0,0,0,0,0,1,0.615,0.866,aucun,0
F,25,rural,vente_vivres,1,4,90,1310000,1160000,150000,129000,72000,342000,12,33600,0.224,3.839,24000,0.495,1,0.926,1,2,1,0,1,0.21,0.378,aucun,0
F,47,urbain,commerce_detail,1,4,20,1553000,1325000,228000,225000,81000,555000,12,54600,0.239,4.121,34000,0.685,0,0,1,2,1,0,0,0,0.863,aucun,0
F,32,rural,vente_vivres,1,2,52,320000,261000,59000,48000,46000,150000,9,19700,0.334,2.436,2000,0.3,1,0.511,1,0,0,1,1,0.521,0.477,retards,1
M,48,rural,vente_vivres,1,4,25,775000,629000,146000,153000,81000,789000,12,77600,0.532,1.972,4000,0.377,0,0,0,0,0,0,1,0.551,0.821,retards,1
F,38,rural,services,0,2,77,178000,63000,115000,109000,54000,150000,12,14800,0.129,7.364,13000,0.23,0,0,1,3,1,0,1,0.399,0.79,aucun,0
M,41,rural,quincaillerie_materiaux,0,1,60,627000,523000,104000,106000,46000,602000,12,59200,0.569,1.791,6000,0.592,0,0,1,2,2,0,0,0,0.793,retards,1
F,36,rural,vente_vivres,1,3,44,1343000,1175000,168000,131000,60000,844000,12,83000,0.494,1.578,15000,0.811,1,0.984,1,1,1,0,0,0,0.826,aucun,0
M,20,urbain,vente_vivres,1,1,46,564000,519000,45000,39000,29000,582000,12,57200,1.271,0.682,6000,0.8,0,0,1,4,2,0,1,0.579,0.81,aucun,0
M,28,rural,agriculture,1,2,72,1827000,1057000,770000,655000,63000,1206000,9,158100,0.205,4.143,125000,0.649,0,0,1,1,1,0,0,0,0.788,aucun,0
M,37,rural,services,1,3,13,1216000,387000,829000,863000,81000,1193000,12,117300,0.141,7.357,28000,0.598,1,0.839,1,3,0,0,1,0.365,0.795,aucun,0
M,41,rural,vente_vivres,0,1,35,733000,668000,65000,52000,48000,602000,12,59200,0.911,0.878,1000,0.367,0,0,1,4,0,1,0,0,0.77,impaye,1
M,22,urbain,vente_vivres,0,3,19,483000,441000,42000,41000,33000,230000,6,45200,1.076,0.907,2000,0.936,0,0,0,0,0,0,1,0.5,0.558,retards,1
M,38,rural,commerce_detail,1,5,45,379000,297000,82000,77000,67000,280000,12,27500,0.335,2.8,8000,0.61,0,0,1,3,0,0,1,0.482,0.677,aucun,0
M,28,urbain,agriculture,0,1,40,173000,127000,46000,46000,32000,150000,12,14800,0.322,3.108,1000,0.459,1,0.186,1,3,3,0,1,0.863,0.832,aucun,0
F,40,urbain,commerce_detail,1,3,44,199000,161000,38000,40000,31000,150000,12,14800,0.389,2.703,2000,0.793,1,0.587,0,0,0,0,1,0.198,0.767,aucun,0
F,38,urbain,commerce_detail,1,6,17,1391000,1210000,181000,180000,117000,725000,12,71300,0.394,2.525,10000,0.426,1,0.309,1,0,0,0,1,0.456,0.731,aucun,0
F,45,urbain,agriculture,0,1,65,2162000,1366000,796000,657000,48000,1086000,18,71200,0.089,9.227,16000,0.705,1,0.829,0,0,0,0,0,0,0.774,aucun,0
M,48,rural,services,1,2,55,238000,61000,177000,177000,52000,160000,12,15700,0.089,11.273,31000,0.608,0,0,1,2,0,0,1,0.589,0.845,aucun,0
F,42,urbain,commerce_detail,1,3,28,633000,529000,104000,94000,64000,501000,24,24600,0.237,3.821,16000,0.478,1,0.669,1,2,2,1,1,0.192,0.629,aucun,0
F,46,rural,commerce_detail,0,2,58,157000,126000,31000,29000,25000,168000,24,8300,0.268,3.494,3000,0.46,1,0.954,1,0,0,0,1,0.836,0.864,aucun,0
M,35,rural,commerce_detail,0,3,10,260000,216000,44000,37000,39000,169000,6,33200,0.755,1.114,7000,0.94,1,0.836,1,2,1,1,1,0.578,0.831,retards,1
F,63,urbain,quincaillerie_materiaux,1,7,19,8504000,7343000,1161000,1155000,149000,7627000,9,1000000,0.861,1.155,60000,0.901,1,0.916,0,0,0,0,1,0.388,0.928,aucun,0
F,27,rural,commerce_detail,1,5,36,384000,344000,40000,35000,37000,256000,12,25200,0.63,1.389,6000,0.49,0,0,0,0,0,0,1,0.4,0.707,aucun,0
F,33,urbain,artisanat,1,4,31,117000,67000,50000,50000,47000,150000,24,7400,0.148,6.756,6000,0.128,1,0.774,1,1,3,0,1,0.2,0.493,aucun,0
F,46,rural,artisanat,0,2,75,2574000,1571000,1003000,881000,54000,1546000,12,152000,0.152,5.796,42000,0.541,0,0,1,1,0,0,1,0.672,0.773,aucun,0
